,NAME,GEO_ID,MEDIAN_HOUSEHOLD_INCOME_2010,MEDIAN_RENT_2010,state,county,tract
553,"Census Tract 263, Kings County, New York",36047026300,33235,523,36,047,026300
554,"Census Tract 264, Kings County, New York",36047026400,43184,1000,36,047,026400
555,"Census Tract 265, Kings County, New York",36047026500,43250,1217,36,047,026500
556,"Census Tract 266, Kings County, New York",36047026600,52688,529,36,047,026600
557,"Census Tract 267, Kings County, New York",36047026700,58250,842,36,047,026700
558,"Census Tract 268, Kings County, New York",36047026800,47315,836,36,047,026800
559,"Census Tract 269, Kings County, New York",36047026900,25982,727,36,047,026900
560,"Census Tract 270, Kings County, New York",36047027000,32917,601,36,047,027000
561,"Census Tract 271, Kings County, New York",36047027100,42819,756,36,047,027100
562,"Census Tract 272, Kings County, New York",36047027200,36094,619,36,047,027200
563,"Census Tract 273, Kings County, New York",36047027300,40187,897,36,047,027300
564,"Census Tract 274, Kings County, New York",36047027400,41375,368,36,047,027400
565,"Census Tract 275, Kings County, New York",36047027500,52958,886,36,047,027500
566,"Census Tract 276, Kings County, New York",36047027600,34450,862,36,047,027600
567,"Census Tract 277, Kings County, New York",36047027700,26676,975,36,047,027700
568,"Census Tract 278, Kings County, New York",36047027800,39575,805,36,047,027800
569,"Census Tract 279, Kings County, New York",36047027900,37337,870,36,047,027900
570,"Census Tract 280, Kings County, New York",36047028000,55865,347,36,047,028000
571,"Census Tract 281, Kings County, New York",36047028100,20052,1281,36,047,028100
572,"Census Tract 282, Kings County, New York",36047028200,34362,674,36,047,028200
573,"Census Tract 283, Kings County, New York",36047028300,16118,1030,36,047,028300
574,"Census Tract 284, Kings County, New York",36047028400,35354,1021,36,047,028400
575,"Census Tract 285.01, Kings County, New York",36047028501,59583,126,36,047,028501
576,"Census Tract 285.02, Kings County, New York",36047028502,16161,1065,36,047,028502
577,"Census Tract 286, Kings County, New York",36047028600,36518,1707,36,047,028600
578,"Census Tract 287, Kings County, New York",36047028700,23025,916,36,047,028700
579,"Census Tract 288, Kings County, New York",36047028800,28407,719,36,047,028800
580,"Census Tract 289, Kings County, New York",36047028900,27143,900,36,047,028900
581,"Census Tract 290, Kings County, New York",36047029000,38206,1026,36,047,029000
582,"Census Tract 291, Kings County, New York",36047029100,30669,828,36,047,029100
583,"Census Tract 292, Kings County, New York",36047029200,25104,565,36,047,029200
584,"Census Tract 293, Kings County, New York",36047029300,29922,1076,36,047,029300
585,"Census Tract 294, Kings County, New York",36047029400,29871,447,36,047,029400
586,"Census Tract 295, Kings County, New York",36047029500,55361,761,36,047,029500
587,"Census Tract 296, Kings County, New York",36047029600,37454,1166,36,047,029600
588,"Census Tract 297, Kings County, New York",36047029700,51944,835,36,047,029700
589,"Census Tract 298, Kings County, New York",36047029800,41229,708,36,047,029800
590,"Census Tract 299, Kings County, New York",36047029900,34517,441,36,047,029900
591,"Census Tract 300, Kings County, New York",36047030000,41213,709,36,047,030000
592,"Census Tract 301, Kings County, New York",36047030100,41646,598,36,047,030100
593,"Census Tract 302, Kings County, New York",36047030200,43889,617,36,047,030200
594,"Census Tract 303, Kings County, New York",36047030300,22613,1087,36,047,030300
595,"Census Tract 304, Kings County, New York",36047030400,36841,912,36,047,030400
596,"Census Tract 305, Kings County, New York",36047030500,51696,2020,36,047,030500
597,"Census Tract 306, Kings County, New York",36047030600,40556,302,36,047,030600
598,"Census Tract 307, Kings County, New York",36047030700,16158,1701,36,047,030700
599,"Census Tract 308, Kings County, New York",36047030800,42303,352,36,047,030800
600,"Census Tract 309, Kings County, New York",36047030900,38933,438,36,047,030900
601,"Census Tract 311, Kings County, New York",36047031100,37835,754,36,047,031100
602,"Census Tract 313, Kings County, New York",36047031300,27625,1646,36,047,031300
603,"Census Tract 314, Kings County, New York",36047031400,44038,698,36,047,031400
604,"Census Tract 315, Kings County, New York",36047031500,36520,1951,36,047,031500
605,"Census Tract 317.01, Kings County, New York",36047031701,33514,1205,36,047,031701
606,"Census Tract 317.02, Kings County, New York",36047031702,36125,730,36,047,031702
607,"Census Tract 319, Kings County, New York",36047031900,34485,1042,36,047,031900
608,"Census Tract 321, Kings County, New York",36047032100,36250,1835,36,047,032100
609,"Census Tract 323, Kings County, New York",36047032300,39375,1280,36,047,032300
610,"Census Tract 325, Kings County, New York",36047032500,33529,2191,36,047,032500
611,"Census Tract 326, Kings County, New York",36047032600,27500,2109,36,047,032600
612,"Census Tract 327, Kings County, New York",36047032700,37402,1194,36,047,032700
613,"Census Tract 328, Kings County, New York",36047032800,36116,687,36,047,032800
614,"Census Tract 329, Kings County, New York",36047032900,36113,1715,36,047,032900
615,"Census Tract 330, Kings County, New York",36047033000,22889,1605,36,047,033000
616,"Census Tract 331, Kings County, New York",36047033100,34005,1130,36,047,033100
617,"Census Tract 333, Kings County, New York",36047033300,40262,880,36,047,033300
618,"Census Tract 335, Kings County, New York",36047033500,53359,282,36,047,033500
619,"Census Tract 336, Kings County, New York",36047033600,61951,728,36,047,033600
620,"Census Tract 337, Kings County, New York",36047033700,42321,942,36,047,033700
621,"Census Tract 339, Kings County, New York",36047033900,39955,1183,36,047,033900
622,"Census Tract 340, Kings County, New York",36047034000,26188,723,36,047,034000
623,"Census Tract 341, Kings County, New York",36047034100,37892,891,36,047,034100
624,"Census Tract 342, Kings County, New York",36047034200,19385,2612,36,047,034200
625,"Census Tract 343, Kings County, New York",36047034300,19452,1570,36,047,034300
626,"Census Tract 345, Kings County, New York",36047034500,42095,606,36,047,034500
627,"Census Tract 347, Kings County, New York",36047034700,29602,967,36,047,034700
628,"Census Tract 348, Kings County, New York",36047034800,41414,404,36,047,034800
629,"Census Tract 349, Kings County, New York",36047034900,35158,1697,36,047,034900
630,"Census Tract 350, Kings County, New York",36047035000,46180,1103,36,047,035000
631,"Census Tract 351, Kings County, New York",36047035100,34766,1219,36,047,035100
632,"Census Tract 352, Kings County, New York",36047035200,9215,461,36,047,035200
633,"Census Tract 353, Kings County, New York",36047035300,34752,1681,36,047,035300
634,"Census Tract 354, Kings County, New York",36047035400,42436,1374,36,047,035400
635,"Census Tract 355, Kings County, New York",36047035500,30865,1736,36,047,035500
636,"Census Tract 356.01, Kings County, New York",36047035601,48478,1142,36,047,035601
637,"Census Tract 356.02, Kings County, New York",36047035602,38526,1988,36,047,035602
638,"Census Tract 357, Kings County, New York",36047035700,20777,828,36,047,035700
639,"Census Tract 359, Kings County, New York",36047035900,30559,1686,36,047,035900
640,"Census Tract 360.01, Kings County, New York",36047036001,20821,1199,36,047,036001
641,"Census Tract 360.02, Kings County, New York",36047036002,14047,1868,36,047,036002
642,"Census Tract 361, Kings County, New York",36047036100,20288,709,36,047,036100
643,"Census Tract 362, Kings County, New York",36047036200,28750,727,36,047,036200
644,"Census Tract 363, Kings County, New York",36047036300,34005,1051,36,047,036300
645,"Census Tract 364, Kings County, New York",36047036400,36359,608,36,047,036400
646,"Census Tract 365.01, Kings County, New York",36047036501,35673,988,36,047,036501
647,"Census Tract 365.02, Kings County, New York",36047036502,53648,278,36,047,036502
648,"Census Tract 366, Kings County, New York",36047036600,48370,847,36,047,036600
649,"Census Tract 367, Kings County, New York",36047036700,43542,270,36,047,036700
650,"Census Tract 369, Kings County, New York",36047036900,25972,1282,36,047,036900
651,"Census Tract 370, Kings County, New York",36047037000,51361,547,36,047,037000
652,"Census Tract 371, Kings County, New York",36047037100,41880,1035,36,047,037100
653,"Census Tract 373, Kings County, New York",36047037300,27263,1286,36,047,037300
654,"Census Tract 374.01, Kings County, New York",36047037401,50518,1187,36,047,037401
655,"Census Tract 374.02, Kings County, New York",36047037402,32364,1363,36,047,037402
656,"Census Tract 375, Kings County, New York",36047037500,40323,644,36,047,037500
657,"Census Tract 377, Kings County, New York",36047037700,46584,1066,36,047,037700
658,"Census Tract 379, Kings County, New York",36047037900,46623,951,36,047,037900
659,"Census Tract 381, Kings County, New York",36047038100,29291,1343,36,047,038100
660,"Census Tract 382, Kings County, New York",36047038200,25399,1729,36,047,038200
661,"Census Tract 383, Kings County, New York",36047038300,38444,838,36,047,038300
662,"Census Tract 385, Kings County, New York",36047038500,28702,948,36,047,038500
663,"Census Tract 386, Kings County, New York",36047038600,42782,360,36,047,038600
664,"Census Tract 387, Kings County, New York",36047038700,34194,1028,36,047,038700
665,"Census Tract 388, Kings County, New York",36047038800,43598,689,36,047,038800
666,"Census Tract 389, Kings County, New York",36047038900,30841,728,36,047,038900
667,"Census Tract 390, Kings County, New York",36047039000,52174,200,36,047,039000
668,"Census Tract 391, Kings County, New York",36047039100,38114,712,36,047,039100
669,"Census Tract 392, Kings County, New York",36047039200,36078,530,36,047,039200
670,"Census Tract 393, Kings County, New York",36047039300,31618,735,36,047,039300
671,"Census Tract 394, Kings County, New York",36047039400,48510,441,36,047,039400
672,"Census Tract 395, Kings County, New York",36047039500,30382,1017,36,047,039500
673,"Census Tract 396, Kings County, New York",36047039600,41424,243,36,047,039600
674,"Census Tract 397, Kings County, New York",36047039700,33125,871,36,047,039700
675,"Census Tract 398, Kings County, New York",36047039800,33313,388,36,047,039800
676,"Census Tract 399, Kings County, New York",36047039900,35969,1016,36,047,039900
677,"Census Tract 400, Kings County, New York",36047040000,38819,630,36,047,040000
678,"Census Tract 401, Kings County, New York",36047040100,30350,690,36,047,040100
679,"Census Tract 402, Kings County, New York",36047040200,41792,324,36,047,040200
680,"Census Tract 403, Kings County, New York",36047040300,38278,598,36,047,040300
681,"Census Tract 404, Kings County, New York",36047040400,61705,320,36,047,040400
682,"Census Tract 405, Kings County, New York",36047040500,65795,266,36,047,040500
683,"Census Tract 406, Kings County, New York",36047040600,51080,512,36,047,040600
684,"Census Tract 407, Kings County, New York",36047040700,-666666666,0,36,047,040700
685,"Census Tract 408, Kings County, New York",36047040800,37500,509,36,047,040800
686,"Census Tract 409, Kings County, New York",36047040900,32097,849,36,047,040900
687,"Census Tract 410, Kings County, New York",36047041000,38958,226,36,047,041000
688,"Census Tract 411, Kings County, New York",36047041100,33182,862,36,047,041100
689,"Census Tract 412, Kings County, New York",36047041200,40606,592,36,047,041200
690,"Census Tract 413, Kings County, New York",36047041300,40000,685,36,047,041300
691,"Census Tract 414.01, Kings County, New York",36047041401,49226,159,36,047,041401
692,"Census Tract 414.02, Kings County, New York",36047041402,41188,390,36,047,041402
693,"Census Tract 415, Kings County, New York",36047041500,32589,715,36,047,041500
694,"Census Tract 416, Kings County, New York",36047041600,41776,330,36,047,041600
695,"Census Tract 417, Kings County, New York",36047041700,30151,957,36,047,041700
696,"Census Tract 418, Kings County, New York",36047041800,30159,430,36,047,041800
697,"Census Tract 419, Kings County, New York",36047041900,32523,826,36,047,041900
698,"Census Tract 420, Kings County, New York",36047042000,47542,172,36,047,042000
699,"Census Tract 421, Kings County, New York",36047042100,40464,894,36,047,042100
700,"Census Tract 422, Kings County, New York",36047042200,46190,714,36,047,042200
701,"Census Tract 423, Kings County, New York",36047042300,36578,775,36,047,042300
702,"Census Tract 424, Kings County, New York",36047042400,38821,910,36,047,042400
703,"Census Tract 425, Kings County, New York",36047042500,30025,845,36,047,042500
704,"Census Tract 426, Kings County, New York",36047042600,42094,776,36,047,042600
705,"Census Tract 427, Kings County, New York",36047042700,38952,1580,36,047,042700
706,"Census Tract 428, Kings County, New York",36047042800,39879,851,36,047,042800
707,"Census Tract 429, Kings County, New York",36047042900,30813,1854,36,047,042900
708,"Census Tract 430, Kings County, New York",36047043000,41397,905,36,047,043000
709,"Census Tract 431, Kings County, New York",36047043100,27798,1595,36,047,043100
710,"Census Tract 432, Kings County, New York",36047043200,30957,975,36,047,043200
711,"Census Tract 433, Kings County, New York",36047043300,26667,1156,36,047,043300
712,"Census Tract 434, Kings County, New York",36047043400,43804,901,36,047,043400
713,"Census Tract 435, Kings County, New York",36047043500,30925,1061,36,047,043500
714,"Census Tract 436, Kings County, New York",36047043600,32188,1277,36,047,043600
715,"Census Tract 437, Kings County, New York",36047043700,31705,1236,36,047,043700
716,"Census Tract 438, Kings County, New York",36047043800,45594,676,36,047,043800
717,"Census Tract 439, Kings County, New York",36047043900,37156,784,36,047,043900
718,"Census Tract 440, Kings County, New York",36047044000,60958,437,36,047,044000
719,"Census Tract 441, Kings County, New York",36047044100,36299,1754,36,047,044100
720,"Census Tract 442, Kings County, New York",36047044200,50733,361,36,047,044200
721,"Census Tract 443, Kings County, New York",36047044300,44198,1393,36,047,044300
722,"Census Tract 444, Kings County, New York",36047044400,42130,695,36,047,044400
723,"Census Tract 445, Kings County, New York",36047044500,39635,1129,36,047,044500
724,"Census Tract 446, Kings County, New York",36047044600,48618,424,36,047,044600
725,"Census Tract 447, Kings County, New York",36047044700,41648,657,36,047,044700
726,"Census Tract 448, Kings County, New York",36047044800,44866,306,36,047,044800
727,"Census Tract 449, Kings County, New York",36047044900,23385,920,36,047,044900
728,"Census Tract 450, Kings County, New York",36047045000,38643,62,36,047,045000
729,"Census Tract 452, Kings County, New York",36047045200,59392,378,36,047,045200
730,"Census Tract 453, Kings County, New York",36047045300,40934,553,36,047,045300
731,"Census Tract 454, Kings County, New York",36047045400,65318,212,36,047,045400
732,"Census Tract 456, Kings County, New York",36047045600,24722,723,36,047,045600
733,"Census Tract 458, Kings County, New York",36047045800,64063,100,36,047,045800
734,"Census Tract 460, Kings County, New York",36047046000,53654,712,36,047,046000
735,"Census Tract 462.01, Kings County, New York",36047046201,26926,529,36,047,046201
736,"Census Tract 462.02, Kings County, New York",36047046202,45318,356,36,047,046202
737,"Census Tract 464, Kings County, New York",36047046400,50125,338,36,047,046400
738,"Census Tract 468, Kings County, New York",36047046800,46848,215,36,047,046800
739,"Census Tract 470, Kings County, New York",36047047000,46622,213,36,047,047000
740,"Census Tract 472, Kings County, New York",36047047200,60500,270,36,047,047200
741,"Census Tract 474, Kings County, New York",36047047400,48611,462,36,047,047400
742,"Census Tract 476, Kings County, New York",36047047600,27153,649,36,047,047600
743,"Census Tract 477, Kings County, New York",36047047700,54637,1064,36,047,047700
744,"Census Tract 478, Kings County, New York",36047047800,41359,842,36,047,047800
745,"Census Tract 480, Kings County, New York",36047048000,45144,762,36,047,048000
746,"Census Tract 481, Kings County, New York",36047048100,65673,1128,36,047,048100
747,"Census Tract 482, Kings County, New York",36047048200,30164,1361,36,047,048200
748,"Census Tract 484, Kings County, New York",36047048400,38017,1305,36,047,048400
749,"Census Tract 485, Kings County, New York",36047048500,54289,642,36,047,048500
750,"Census Tract 486, Kings County, New York",36047048600,28341,674,36,047,048600
751,"Census Tract 488, Kings County, New York",36047048800,35586,889,36,047,048800
752,"Census Tract 489, Kings County, New York",36047048900,15654,1432,36,047,048900
753,"Census Tract 490, Kings County, New York",36047049000,40899,1659,36,047,049000
754,"Census Tract 491, Kings County, New York",36047049100,32093,2039,36,047,049100
755,"Census Tract 492, Kings County, New York",36047049200,51157,624,36,047,049200
756,"Census Tract 493, Kings County, New York",36047049300,22145,2838,36,047,049300
757,"Census Tract 494, Kings County, New York",36047049400,43596,1494,36,047,049400
758,"Census Tract 495, Kings County, New York",36047049500,61771,796,36,047,049500
759,"Census Tract 496, Kings County, New York",36047049600,49904,960,36,047,049600
760,"Census Tract 497, Kings County, New York",36047049700,70433,889,36,047,049700
761,"Census Tract 498, Kings County, New York",36047049800,51711,1020,36,047,049800
762,"Census Tract 499, Kings County, New York",36047049900,46786,570,36,047,049900
763,"Census Tract 500, Kings County, New York",36047050000,46339,832,36,047,050000
764,"Census Tract 501, Kings County, New York",36047050100,61888,920,36,047,050100
765,"Census Tract 502.02, Kings County, New York",36047050202,82784,354,36,047,050202
766,"Census Tract 503, Kings County, New York",36047050300,63578,875,36,047,050300
767,"Census Tract 504, Kings County, New York",36047050400,70260,1290,36,047,050400
768,"Census Tract 505, Kings County, New York",36047050500,21680,1444,36,047,050500
769,"Census Tract 506, Kings County, New York",36047050600,32446,1739,36,047,050600
770,"Census Tract 507, Kings County, New York",36047050700,20598,383,36,047,050700
771,"Census Tract 508.01, Kings County, New York",36047050801,29272,1343,36,047,050801
772,"Census Tract 508.03, Kings County, New York",36047050803,47183,799,36,047,050803
773,"Census Tract 508.04, Kings County, New York",36047050804,40188,2156,36,047,050804
774,"Census Tract 509, Kings County, New York",36047050900,20750,478,36,047,050900
775,"Census Tract 510.01, Kings County, New York",36047051001,45417,1166,36,047,051001
776,"Census Tract 510.02, Kings County, New York",36047051002,36094,1643,36,047,051002
777,"Census Tract 511, Kings County, New York",36047051100,22969,1396,36,047,051100
778,"Census Tract 512, Kings County, New York",36047051200,41398,2011,36,047,051200
779,"Census Tract 513, Kings County, New York",36047051300,57995,1507,36,047,051300
780,"Census Tract 514, Kings County, New York",36047051400,38977,2349,36,047,051400
781,"Census Tract 515, Kings County, New York",36047051500,64196,342,36,047,051500
782,"Census Tract 516.01, Kings County, New York",36047051601,32760,1844,36,047,051601
783,"Census Tract 516.02, Kings County, New York",36047051602,39721,1017,36,047,051602
784,"Census Tract 517, Kings County, New York",36047051700,73021,619,36,047,051700
785,"Census Tract 518, Kings County, New York",36047051800,50500,919,36,047,051800
786,"Census Tract 519, Kings County, New York",36047051900,53278,1335,36,047,051900
787,"Census Tract 520, Kings County, New York",36047052000,47639,1057,36,047,052000
788,"Census Tract 523, Kings County, New York",36047052300,30417,2002,36,047,052300
789,"Census Tract 525, Kings County, New York",36047052500,15948,1071,36,047,052500
790,"Census Tract 526, Kings County, New York",36047052600,56220,1444,36,047,052600
791,"Census Tract 527, Kings County, New York",36047052700,36549,2192,36,047,052700
792,"Census Tract 528, Kings County, New York",36047052800,76000,295,36,047,052800
793,"Census Tract 529, Kings County, New York",36047052900,25671,773,36,047,052900
794,"Census Tract 530, Kings County, New York",36047053000,51833,643,36,047,053000
795,"Census Tract 531, Kings County, New York",36047053100,24018,909,36,047,053100
796,"Census Tract 532, Kings County, New York",36047053200,56429,508,36,047,053200
797,"Census Tract 533, Kings County, New York",36047053300,18458,1567,36,047,053300
798,"Census Tract 534, Kings County, New York",36047053400,35682,554,36,047,053400
799,"Census Tract 535, Kings County, New York",36047053500,20234,877,36,047,053500
800,"Census Tract 537, Kings County, New York",36047053700,30938,398,36,047,053700
801,"Census Tract 538, Kings County, New York",36047053800,39592,1567,36,047,053800
802,"Census Tract 539, Kings County, New York",36047053900,23099,698,36,047,053900
803,"Census Tract 542, Kings County, New York",36047054200,44375,917,36,047,054200
804,"Census Tract 543, Kings County, New York",36047054300,31591,67,36,047,054300
805,"Census Tract 544, Kings County, New York",36047054400,63636,725,36,047,054400
806,"Census Tract 545, Kings County, New York",36047054500,21707,2149,36,047,054500
807,"Census Tract 546, Kings County, New York",36047054600,30014,1483,36,047,054600
808,"Census Tract 547, Kings County, New York",36047054700,22865,926,36,047,054700
809,"Census Tract 548, Kings County, New York",36047054800,64896,297,36,047,054800
810,"Census Tract 549, Kings County, New York",36047054900,45060,870,36,047,054900
811,"Census Tract 550, Kings County, New York",36047055000,33844,976,36,047,055000
812,"Census Tract 551, Kings County, New York",36047055100,43074,1731,36,047,055100
813,"Census Tract 552, Kings County, New York",36047055200,41509,1029,36,047,055200
814,"Census Tract 553, Kings County, New York",36047055300,64201,911,36,047,055300
815,"Census Tract 554, Kings County, New York",36047055400,34497,1243,36,047,055400
816,"Census Tract 555, Kings County, New York",36047055500,59767,543,36,047,055500
817,"Census Tract 556, Kings County, New York",36047055600,51397,695,36,047,055600
818,"Census Tract 557, Kings County, New York",36047055700,60119,486,36,047,055700
819,"Census Tract 558, Kings County, New York",36047055800,38798,516,36,047,055800
820,"Census Tract 560, Kings County, New York",36047056000,40078,977,36,047,056000
821,"Census Tract 561, Kings County, New York",36047056100,59531,1177,36,047,056100
822,"Census Tract 562, Kings County, New York",36047056200,70406,54,36,047,056200
823,"Census Tract 563, Kings County, New York",36047056300,52500,1654,36,047,056300
824,"Census Tract 564, Kings County, New York",36047056400,55739,169,36,047,056400
825,"Census Tract 565, Kings County, New York",36047056500,58214,1216,36,047,056500
826,"Census Tract 566, Kings County, New York",36047056600,54442,496,36,047,056600
827,"Census Tract 568, Kings County, New York",36047056800,51304,109,36,047,056800
828,"Census Tract 569, Kings County, New York",36047056900,62955,648,36,047,056900
829,"Census Tract 570, Kings County, New York",36047057000,54257,206,36,047,057000
830,"Census Tract 571, Kings County, New York",36047057100,52440,1580,36,047,057100
831,"Census Tract 572, Kings County, New York",36047057200,13918,1966,36,047,057200
832,"Census Tract 573, Kings County, New York",36047057300,50625,669,36,047,057300
833,"Census Tract 574, Kings County, New York",36047057400,74265,257,36,047,057400
834,"Census Tract 575, Kings County, New York",36047057500,58409,1352,36,047,057500
835,"Census Tract 576, Kings County, New York",36047057600,54007,449,36,047,057600
836,"Census Tract 578, Kings County, New York",36047057800,63371,599,36,047,057800
837,"Census Tract 579, Kings County, New York",36047057900,40987,392,36,047,057900
838,"Census Tract 580, Kings County, New York",36047058000,43397,827,36,047,058000
839,"Census Tract 582, Kings County, New York",36047058200,31849,760,36,047,058200
840,"Census Tract 584, Kings County, New York",36047058400,42380,788,36,047,058400
841,"Census Tract 586, Kings County, New York",36047058600,34205,316,36,047,058600
842,"Census Tract 588, Kings County, New York",36047058800,47066,758,36,047,058800
843,"Census Tract 589, Kings County, New York",36047058900,88971,443,36,047,058900
844,"Census Tract 590, Kings County, New York",36047059000,62083,283,36,047,059000
845,"Census Tract 591, Kings County, New York",36047059100,56573,1244,36,047,059100
846,"Census Tract 592, Kings County, New York",36047059200,52162,1055,36,047,059200
847,"Census Tract 593, Kings County, New York",36047059300,37672,607,36,047,059300
848,"Census Tract 594.01, Kings County, New York",36047059401,56689,1248,36,047,059401
849,"Census Tract 594.02, Kings County, New York",36047059402,63283,519,36,047,059402
850,"Census Tract 596, Kings County, New York",36047059600,37012,482,36,047,059600
851,"Census Tract 598, Kings County, New York",36047059800,54268,520,36,047,059800
852,"Census Tract 600, Kings County, New York",36047060000,59952,1135,36,047,060000
853,"Census Tract 606, Kings County, New York",36047060600,47527,614,36,047,060600
854,"Census Tract 608, Kings County, New York",36047060800,51250,925,36,047,060800
855,"Census Tract 610.02, Kings County, New York",36047061002,47679,768,36,047,061002
856,"Census Tract 610.03, Kings County, New York",36047061003,32039,334,36,047,061003
857,"Census Tract 610.04, Kings County, New York",36047061004,22574,2408,36,047,061004
858,"Census Tract 612, Kings County, New York",36047061200,69286,138,36,047,061200
859,"Census Tract 616, Kings County, New York",36047061600,70847,125,36,047,061600
860,"Census Tract 620, Kings County, New York",36047062000,95833,94,36,047,062000
861,"Census Tract 622, Kings County, New York",36047062200,46071,722,36,047,062200
862,"Census Tract 626, Kings County, New York",36047062600,44625,434,36,047,062600
863,"Census Tract 628, Kings County, New York",36047062800,71797,308,36,047,062800
864,"Census Tract 632, Kings County, New York",36047063200,70714,93,36,047,063200
865,"Census Tract 636, Kings County, New York",36047063600,88239,33,36,047,063600
866,"Census Tract 638, Kings County, New York",36047063800,60489,140,36,047,063800
867,"Census Tract 640, Kings County, New York",36047064000,97560,41,36,047,064000
868,"Census Tract 642, Kings County, New York",36047064200,67303,421,36,047,064200
869,"Census Tract 644, Kings County, New York",36047064400,88007,277,36,047,064400
870,"Census Tract 646, Kings County, New York",36047064600,80978,86,36,047,064600
871,"Census Tract 648, Kings County, New York",36047064800,56504,159,36,047,064800
872,"Census Tract 650, Kings County, New York",36047065000,60257,158,36,047,065000
873,"Census Tract 652, Kings County, New York",36047065200,114063,83,36,047,065200
874,"Census Tract 654, Kings County, New York",36047065400,105213,26,36,047,065400
875,"Census Tract 656, Kings County, New York",36047065600,83889,56,36,047,065600
876,"Census Tract 658, Kings County, New York",36047065800,85870,131,36,047,065800
877,"Census Tract 660, Kings County, New York",36047066000,66667,29,36,047,066000
878,"Census Tract 662, Kings County, New York",36047066200,82995,123,36,047,066200
879,"Census Tract 666, Kings County, New York",36047066600,-666666666,0,36,047,066600
880,"Census Tract 670, Kings County, New York",36047067000,49091,371,36,047,067000
881,"Census Tract 672, Kings County, New York",36047067200,71957,145,36,047,067200
882,"Census Tract 674, Kings County, New York",36047067400,85588,133,36,047,067400
883,"Census Tract 676, Kings County, New York",36047067600,72727,106,36,047,067600
884,"Census Tract 678, Kings County, New York",36047067800,61477,313,36,047,067800
885,"Census Tract 680, Kings County, New York",36047068000,53450,180,36,047,068000
886,"Census Tract 682, Kings County, New York",36047068200,84896,134,36,047,068200
887,"Census Tract 686, Kings County, New York",36047068600,62260,183,36,047,068600
888,"Census Tract 688, Kings County, New York",36047068800,73229,58,36,047,068800
889,"Census Tract 690, Kings County, New York",36047069000,76250,84,36,047,069000
890,"Census Tract 692, Kings County, New York",36047069200,65179,194,36,047,069200
891,"Census Tract 696.01, Kings County, New York",36047069601,68529,728,36,047,069601
892,"Census Tract 696.02, Kings County, New York",36047069602,85313,522,36,047,069602
893,"Census Tract 698, Kings County, New York",36047069800,67955,64,36,047,069800
894,"Census Tract 700, Kings County, New York",36047070000,97206,191,36,047,070000
895,"Census Tract 702.01, Kings County, New York",36047070201,79278,426,36,047,070201
896,"Census Tract 702.02, Kings County, New York",36047070202,39167,9,36,047,070202
897,"Census Tract 702.03, Kings County, New York",36047070203,-666666666,0,36,047,070203
898,"Census Tract 706, Kings County, New York",36047070600,88250,182,36,047,070600
899,"Census Tract 720, Kings County, New York",36047072000,69185,206,36,047,072000
900,"Census Tract 722, Kings County, New York",36047072200,81919,246,36,047,072200
901,"Census Tract 724, Kings County, New York",36047072400,75541,166,36,047,072400
902,"Census Tract 726, Kings County, New York",36047072600,63661,77,36,047,072600
903,"Census Tract 728, Kings County, New York",36047072800,51491,285,36,047,072800
904,"Census Tract 730, Kings County, New York",36047073000,92802,72,36,047,073000
905,"Census Tract 732, Kings County, New York",36047073200,68580,240,36,047,073200
906,"Census Tract 734, Kings County, New York",36047073400,64583,85,36,047,073400
907,"Census Tract 736, Kings County, New York",36047073600,41214,727,36,047,073600
908,"Census Tract 738, Kings County, New York",36047073800,65132,606,36,047,073800
909,"Census Tract 740, Kings County, New York",36047074000,57321,610,36,047,074000
910,"Census Tract 742, Kings County, New York",36047074200,62473,407,36,047,074200
911,"Census Tract 744, Kings County, New York",36047074400,94485,94,36,047,074400
912,"Census Tract 746, Kings County, New York",36047074600,71855,156,36,047,074600
913,"Census Tract 748, Kings County, New York",36047074800,57454,261,36,047,074800
914,"Census Tract 750, Kings County, New York",36047075000,39099,496,36,047,075000
915,"Census Tract 752, Kings County, New York",36047075200,49893,7,36,047,075200
916,"Census Tract 754, Kings County, New York",36047075400,117750,60,36,047,075400
917,"Census Tract 756, Kings County, New York",36047075600,61618,168,36,047,075600
918,"Census Tract 758, Kings County, New York",36047075800,93676,228,36,047,075800
919,"Census Tract 760, Kings County, New York",36047076000,57143,645,36,047,076000
920,"Census Tract 762, Kings County, New York",36047076200,41541,1317,36,047,076200
921,"Census Tract 764, Kings County, New York",36047076400,51667,1030,36,047,076400
922,"Census Tract 766, Kings County, New York",36047076600,56137,585,36,047,076600
923,"Census Tract 768, Kings County, New York",36047076800,48750,849,36,047,076800
924,"Census Tract 770, Kings County, New York",36047077000,53672,568,36,047,077000
925,"Census Tract 772, Kings County, New York",36047077200,55507,758,36,047,077200
926,"Census Tract 774, Kings County, New York",36047077400,47763,878,36,047,077400
927,"Census Tract 776, Kings County, New York",36047077600,52042,738,36,047,077600
928,"Census Tract 780, Kings County, New York",36047078000,72768,111,36,047,078000
929,"Census Tract 782, Kings County, New York",36047078200,44551,1058,36,047,078200
930,"Census Tract 784, Kings County, New York",36047078400,64080,238,36,047,078400
931,"Census Tract 786, Kings County, New York",36047078600,35092,1162,36,047,078600
932,"Census Tract 788, Kings County, New York",36047078800,37092,874,36,047,078800
933,"Census Tract 790, Kings County, New York",36047079000,36532,1339,36,047,079000
934,"Census Tract 792, Kings County, New York",36047079200,42772,987,36,047,079200
